cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
93,Source1,1111,111,11128,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,220
94,Source1,1111,111,11128,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,221
95,Source1,1111,111,11129,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,222
96,Source1,1111,111,11129,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,223
96,Source1,1111,111,11129,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,224
97,Source1,1111,111,11129,Application,2014-12-01,2014-12-01,2017-12-01,36,2014-12-01,2014-12-01,2017-12-01,225
97,Source1,1111,111,11129,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,226
97,Source1,1111,111,11129,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,227
97,Source1,1111,111,11129,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,228
97,Source1,1111,111,11129,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,229
97,Source1,1111,111,11129,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,230
98,Source1,1111,111,11130,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,231
99,Source1,1111,111,11130,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,232
99,Source1,1111,111,11130,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,233
99,Source1,1111,111,11130,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,234
100,Source1,1111,111,11130,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,235
100,Source1,1111,111,11130,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,236
100,Source1,1111,111,11130,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,237
100,Source1,1111,111,11130,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,238
100,Source1,1111,111,11130,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,239
101,Source1,1111,111,11131,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,240
101,Source1,1111,111,11131,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,241
102,Source1,1111,111,11131,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,242
102,Source1,1111,111,11131,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,243
102,Source1,1111,111,11131,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,244
102,Source1,1111,111,11131,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,245
103,Source1,1111,111,11131,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,246
104,Source1,1111,111,11132,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,247
104,Source1,1111,111,11132,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,248
105,Source1,1111,111,11132,Application,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,249
105,Source1,1111,111,11132,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,250
105,Source1,1111,111,11132,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,251
105,Source1,1111,111,11132,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,252
106,Source1,1111,111,11132,Application,2019-12-01,2019-12-01,2021-06-01,18,2019-12-01,2019-12-01,2021-06-01,253
107,Source1,1111,111,11132,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,254
108,Source1,1111,111,11133,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,255
108,Source1,1111,111,11133,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,256
109,Source1,1111,111,11133,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,257
110,Source1,1111,111,11133,Application,2015-06-01,2015-06-01,2016-12-01,18,2015-06-01,2015-06-01,2016-12-01,258
110,Source1,1111,111,11133,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,259
110,Source1,1111,111,11133,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,260
110,Source1,1111,111,11133,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,261
110,Source1,1111,111,11133,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,262
111,Source1,1111,111,11133,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,263
112,Source1,1111,111,11134,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,264
113,Source1,1111,111,11134,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,265
114,Source1,1111,111,11134,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,266
114,Source1,1111,111,11134,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,267
115,Source1,1111,111,11134,Application,2018-06-01,2018-06-01,2021-06-01,36,2018-06-01,2018-06-01,2021-06-01,268
115,Source1,1111,111,11134,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,269
116,Source1,1111,111,11135,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,270
116,Source1,1111,111,11135,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,271
116,Source1,1111,111,11135,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,272
117,Source1,1111,111,11135,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,273
117,Source1,1111,111,11135,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,274
117,Source1,1111,111,11135,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,275
117,Source1,1111,111,11135,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,276
118,Source1,1111,111,11136,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,277
119,Source1,1111,111,11136,Application,2013-06-01,2013-06-01,2014-12-01,18,2013-06-01,2013-06-01,2014-12-01,278
119,Source1,1111,111,11136,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,279
120,Source1,1111,111,11136,Application,2015-12-01,2015-12-01,2018-12-01,36,2015-12-01,2015-12-01,2018-12-01,280
120,Source1,1111,111,11136,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,281
120,Source1,1111,111,11136,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,282
120,Source1,1111,111,11136,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,283
121,Source1,1111,111,11137,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,284
121,Source1,1111,111,11137,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,285
121,Source1,1111,111,11137,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,286
121,Source1,1111,111,11137,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,287
122,Source1,1111,111,11137,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,288
122,Source1,1111,111,11137,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,289
122,Source1,1111,111,11137,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,290
122,Source1,1111,111,11137,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,291
123,Source1,1111,111,11138,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,292
124,Source1,1111,111,11138,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,293
124,Source1,1111,111,11138,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,294
124,Source1,1111,111,11138,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,295
125,Source1,1111,111,11138,Application,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,296
125,Source1,1111,111,11138,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,297
125,Source1,1111,111,11138,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,298
125,Source1,1111,111,11138,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,299
125,Source1,1111,111,11138,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,300
125,Source1,1111,111,11138,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,301
126,Source1,1111,111,11139,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,302
126,Source1,1111,111,11139,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,303
126,Source1,1111,111,11139,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,304
126,Source1,1111,111,11139,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,305
127,Source1,1111,111,11139,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,306
127,Source1,1111,111,11139,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,307
128,Source1,1111,111,11140,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,308
129,Source1,1111,111,11140,Application,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,309
130,Source1,1111,111,11140,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,310
130,Source1,1111,111,11140,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,311
130,Source1,1111,111,11140,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,312
131,Source1,1111,111,11140,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,313
132,Source1,1111,111,11140,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,314
133,Source1,1111,111,11141,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,315
133,Source1,1111,111,11141,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,316
133,Source1,1111,111,11141,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,317
133,Source1,1111,111,11141,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,318
133,Source1,1111,111,11141,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,319
133,Source1,1111,111,11141,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,320
134,Source1,1111,111,11141,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,321
135,Source1,1111,111,11142,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,322
135,Source1,1111,111,11142,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,323
136,Source1,1111,111,11142,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,324
136,Source1,1111,111,11142,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,325
137,Source1,1111,111,11142,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,326
137,Source1,1111,111,11142,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,327
137,Source1,1111,111,11142,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,328
138,Source1,1111,111,11142,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,329
139,Source1,1111,111,11143,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,330
140,Source1,1111,111,11143,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,331
140,Source1,1111,111,11143,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,332
140,Source1,1111,111,11143,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,333
141,Source1,1111,111,11143,Application,2015-12-01,2015-12-01,2018-12-01,36,2015-12-01,2015-12-01,2018-12-01,334
141,Source1,1111,111,11143,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,335
141,Source1,1111,111,11143,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,336
142,Source1,1111,111,11144,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,337
143,Source1,1111,111,11144,Application,2011-12-01,2011-12-01,2014-12-01,36,2011-12-01,2011-12-01,2014-12-01,338
143,Source1,1111,111,11144,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,339
143,Source1,1111,111,11144,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,340
143,Source1,1111,111,11144,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,341
143,Source1,1111,111,11144,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,342
143,Source1,1111,111,11144,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,343
144,Source1,1111,111,11144,Application,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,344
145,Source1,1111,111,11144,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,345
146,Source1,1111,111,11145,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,346
147,Source1,1111,111,11145,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,347
148,Source1,1111,111,11145,Application,2012-12-01,2012-12-01,2014-06-01,18,2012-12-01,2012-12-01,2014-06-01,348
149,Source1,1111,111,11145,Application,2014-06-01,2014-06-01,2017-06-01,36,2014-06-01,2014-06-01,2017-06-01,349
149,Source1,1111,111,11145,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,350
149,Source1,1111,111,11145,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,351
149,Source1,1111,111,11145,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,352
150,Source1,1111,111,11146,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,353
150,Source1,1111,111,11146,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,354
150,Source1,1111,111,11146,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,355
150,Source1,1111,111,11146,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,356
150,Source1,1111,111,11146,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,357
150,Source1,1111,111,11146,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,358
150,Source1,1111,111,11146,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,359
150,Source1,1111,111,11146,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,360
150,Source1,1111,111,11146,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,361
150,Source1,1111,111,11146,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,362
151,Source1,1111,111,11147,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,363
151,Source1,1111,111,11147,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,364
151,Source1,1111,111,11147,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,365
151,Source1,1111,111,11147,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,366
151,Source1,1111,111,11147,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,367
152,Source1,1111,111,11147,Application,2018-12-01,2018-12-01,2020-06-01,18,2018-12-01,2018-12-01,2020-06-01,368
152,Source1,1111,111,11147,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,369
153,Source1,1111,111,11147,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,370
154,Source1,1111,111,11148,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,371
154,Source1,1111,111,11148,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,372
154,Source1,1111,111,11148,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,373
154,Source1,1111,111,11148,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,374
154,Source1,1111,111,11148,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,375
154,Source1,1111,111,11148,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,376
155,Source1,1111,111,11149,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,377
156,Source1,1111,111,11149,Application,2011-06-01,2011-06-01,2014-06-01,36,2011-06-01,2011-06-01,2014-06-01,378
156,Source1,1111,111,11149,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,379
156,Source1,1111,111,11149,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,380
157,Source1,1111,111,11149,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,381
157,Source1,1111,111,11149,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,382
157,Source1,1111,111,11149,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,383
157,Source1,1111,111,11149,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,384
158,Source1,2222,111,1110,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,385
158,Source1,2222,111,1110,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,386
158,Source1,2222,111,1110,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,387
159,Source1,2222,111,1110,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,388
160,Source1,2222,111,1110,Application,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,389
160,Source1,2222,111,1110,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,390
161,Source1,2222,111,1110,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,391
162,Source1,2222,111,1111,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,392
162,Source1,2222,111,1111,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,393
162,Source1,2222,111,1111,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,394
162,Source1,2222,111,1111,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,395
163,Source1,2222,111,1111,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,396
163,Source1,2222,111,1111,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,397
164,Source1,2222,111,1112,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,398
164,Source1,2222,111,1112,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,399
165,Source1,2222,111,1112,Application,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,400
165,Source1,2222,111,1112,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,401
166,Source1,2222,111,1112,Application,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,402
166,Source1,2222,111,1112,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,403
166,Source1,2222,111,1112,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,404
167,Source1,2222,111,1113,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,405
167,Source1,2222,111,1113,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,406
167,Source1,2222,111,1113,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,407
168,Source1,2222,111,1113,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,408
169,Source1,2222,111,1113,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,409
169,Source1,2222,111,1113,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,410
170,Source1,2222,111,1114,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,411
171,Source1,2222,111,1114,Application,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,412
171,Source1,2222,111,1114,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,413
171,Source1,2222,111,1114,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,414
171,Source1,2222,111,1114,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,415
171,Source1,2222,111,1114,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,416
171,Source1,2222,111,1114,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,417
172,Source1,2222,111,1114,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,418
173,Source1,2222,111,1115,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,419
173,Source1,2222,111,1115,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,420
174,Source1,2222,111,1115,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,421
